molecule	logP	Encap_Efficiency	n_beads	epsilon_W	epsilon_EO	epsilon_N1	epsilon_polymer	relative_polymer_over_W	delta_polymer_minus_W	plape_plape	plape_res	res_res	res-rest
Dinoseb	8.359800	0.994467	6	13.880000	16.492227	16.620000	33.112227	2.385607	19.232227	-22816.400000	-7570.650000	-1363.310000	-981.006000
Monalide	8.426000	0.996400	6	12.170000	16.182610	15.850000	32.032610	2.632096	19.862610	-23022.900000	-7486.160000	-819.313000	-731.482000
Propyl-3-tert-butylphenoxyacetate	8.478200	0.993867	7	13.370000	17.881338	17.550000	35.431338	2.650063	22.061338	-23057.100000	-7243.250000	-1020.590000	-1067.600000
Pentachloroanisole	8.499100	0.999267	6	10.010000	14.103688	14.710000	28.813688	2.878490	18.803688	-23095.400000	-6885.110000	-953.333000	-204.422000
5_7-Dimethoxy-2H-chromen-2-one	8.582700	0.996067	6	12.390000	15.280899	16.360000	31.640899	2.553745	19.250899	-22574.000000	-8033.330000	-828.068000	-495.939000
2_4-Dimethyl-N-phenyl-5-thiazolecarboxamide	8.591400	0.995933	7	14.890000	18.213991	17.850000	36.063991	2.422028	21.173991	-23088.800000	-8269.640000	-966.314000	-857.130000
Thiobencarb	8.600100	0.996733	7	13.190000	17.572929	17.380000	34.952929	2.649957	21.762929	-22935.200000	-7877.050000	-838.583000	-714.571000
p	8.666200	0.994400	6	12.360000	16.701901	16.040000	32.741901	2.649021	20.381901	-23059.200000	-7254.360000	-966.050000	-820.194000
Butylated_hydroxytoluene	8.671400	0.998667	6	10.050000	15.035724	14.970000	30.005724	2.985644	19.955724	-22728.500000	-6808.150000	-682.314000	-353.344000
Methyleugenol	8.758500	0.999200	5	9.040000	12.963720	13.860000	26.823720	2.967226	17.783720	-22639.800000	-6924.060000	-642.728000	-250.700000
2-PhenylPhenol	8.772400	0.999333	6	9.540000	14.249703	14.470000	28.719703	3.010451	19.179703	-23339.100000	-7050.320000	-698.683000	-190.894000
Fenfuram	8.873400	0.999400	7	13.580000	17.322578	17.240000	34.562578	2.545109	20.982578	-23124.600000	-8549.020000	-957.366000	-430.282000
Cinoxate	8.997000	0.994667	8	15.220000	19.538454	19.360000	38.898454	2.555746	23.678454	-22949.100000	-7918.540000	-1072.940000	-1189.210000
Pyrimethanil	9.016100	0.999200	7	13.040000	16.901360	16.970000	33.871360	2.597497	20.831360	-22934.300000	-7951.480000	-661.726000	-344.995000
Metominostrobin	9.066600	0.993000	9	18.960000	22.923564	22.480000	45.403564	2.394703	26.443564	-23331.300000	-8439.860000	-1490.380000	-1885.600000
Sulisobenzone	9.115400	0.994867	8	17.450000	21.728520	21.440000	43.168520	2.473841	25.718520	-23306.200000	-8657.090000	-1471.800000	-1866.300000
Napropamide	9.171100	0.998467	9	16.630000	21.827256	22.000000	43.827256	2.635433	27.197256	-22320.600000	-9666.850000	-1378.400000	-819.420000
Pentanochlor	9.286000	0.996467	7	12.570000	17.509216	17.080000	34.589216	2.751728	22.019216	-23059.700000	-7627.160000	-547.812000	-632.807000
Binapacryl	9.362600	0.989133	8	18.130000	21.822590	21.700000	43.522590	2.400584	25.392590	-22573.300000	-8081.170000	-1778.450000	-1538.300000
Flurprimidol	9.388700	0.991600	8	17.710000	21.081250	20.640000	41.721250	2.355802	24.011250	-22920.300000	-8283.330000	-1665.130000	-1555.040000
Clorophene	9.416500	0.999200	7	10.970000	16.547814	16.780000	33.327814	3.038087	22.357814	-22786.300000	-7701.410000	-765.939000	-239.712000
Fluorodifen	9.418300	0.998533	9	18.050000	22.607084	23.470000	46.077084	2.552747	28.027084	-21653.600000	-9935.750000	-1954.370000	-813.479000
Aclonifen	9.517500	0.999000	8	15.170000	19.510077	19.700000	39.210077	2.584712	24.040077	-22569.500000	-8702.850000	-896.324000	-713.928000
Fenothiocarb	9.632400	0.990867	7	14.700000	18.203419	18.050000	36.253419	2.466219	21.553419	-23234.700000	-7178.100000	-1088.460000	-1435.570000
Fipronil_Sulfide	9.641100	0.996200	9	22.080000	24.458910	24.550000	49.008910	2.219606	26.928910	-22253.200000	-8853.210000	-2198.810000	-1485.100000
Ancymidol	9.646300	0.997067	8	16.600000	20.443276	20.640000	41.083276	2.474896	24.483276	-22342.300000	-9121.140000	-1225.240000	-828.849000
Entsufon_sodium	9.775200	0.993600	9	20.650000	25.395558	24.190000	49.585558	2.401238	28.935558	-22810.900000	-9341.250000	-1832.930000	-2844.970000
2_6-Di-tert-butyl-4-methoxyPhenol	9.815200	0.998467	6	10.760000	15.407846	15.630000	31.037846	2.884558	20.277846	-22537.900000	-7250.460000	-861.151000	-371.694000
Difenoxuron	9.830900	0.994733	9	18.670000	22.862669	22.710000	45.572669	2.440957	26.902669	-22711.900000	-9141.710000	-1314.710000	-1656.970000
Musk_ambrette	9.897000	0.996333	7	14.180000	18.037456	18.460000	36.497456	2.573869	22.317456	-22303.400000	-8154.660000	-1279.060000	-723.500000
1_4-Diaminoanthraquinone	9.911000	0.998000	9	17.100000	20.584432	21.170000	41.754432	2.441780	24.654432	-22414.900000	-8483.440000	-1019.890000	-723.212000
Esprocarb	10.191300	0.998800	8	14.330000	19.830417	19.540000	39.370417	2.747412	25.040417	-22366.800000	-8838.870000	-1034.640000	-665.941000
Pyrithiobac-sodium	10.219100	0.998333	8	17.860000	21.402361	22.100000	43.502361	2.435742	25.642361	-21858.800000	-10005.900000	-1404.330000	-1008.530000
Ethoxyquin	10.372300	0.999133	6	10.610000	15.147197	15.880000	31.027197	2.924335	20.417197	-22516.900000	-7546.790000	-1056.390000	-315.095000
Methfuroxam	10.394900	0.999533	8	15.320000	19.953342	19.930000	39.883342	2.603351	24.563342	-22588.200000	-9395.240000	-226.755000	-468.424000
BisPhenol_A	10.461100	0.999067	7	12.720000	17.770726	17.850000	35.620726	2.800372	22.900726	-22408.300000	-8583.240000	-1134.100000	-423.115000
Diflubenzuron	10.462800	0.998133	8	18.280000	21.476262	21.710000	43.186262	2.362487	24.906262	-22032.100000	-10039.100000	-1389.240000	-1098.550000
Cyprodinil	10.483700	0.999533	7	12.040000	17.624711	17.850000	35.474711	2.946405	23.434711	-22369.900000	-8335.410000	-1120.880000	-323.949000
Octinoxate	10.518500	0.991267	7	15.110000	19.496625	18.960000	38.456625	2.545111	23.346625	-22979.400000	-7360.990000	-1372.580000	-1632.740000
Harmine_hydrochloride	10.536000	0.999600	8	13.560000	18.972210	19.090000	38.062210	2.806948	24.502210	-22761.700000	-8799.610000	-1097.410000	-238.839000
Fluazifop-P	10.565500	0.995933	9	20.360000	23.509287	23.320000	46.829287	2.300063	26.469287	-22551.500000	-9995.200000	-1653.880000	-1522.370000
Fenhexamid	10.663000	0.999000	8	15.440000	20.471479	20.000000	40.471479	2.621210	25.031479	-22372.700000	-9577.260000	-895.769000	-554.971000
2_4_6-TriisopropylPhenol	10.692600	0.999133	6	10.860000	15.925983	15.850000	31.775983	2.925965	20.915983	-22396.800000	-7604.370000	-1134.890000	-403.132000
Diflufenzopyr	10.777900	0.993867	9	22.140000	24.577859	24.620000	49.197859	2.222126	27.057859	-22097.900000	-10148.100000	-1720.550000	-1929.280000
Triflumuron	10.852800	0.996000	9	19.260000	23.923960	23.400000	47.323960	2.457111	28.063960	-22486.000000	-9168.970000	-1752.150000	-1660.050000
Mepronil	10.913700	0.998600	8	15.720000	20.769316	20.630000	41.399316	2.633544	25.679316	-22402.000000	-9347.300000	-1550.190000	-823.706000
Meptyldinocap	11.131300	0.992933	9	20.550000	25.205082	24.940000	50.145082	2.440150	29.595082	-22044.900000	-9160.730000	-2504.950000	-1650.780000
Capsaicin	11.394200	0.996733	8	17.000000	21.914525	21.880000	43.794525	2.576149	26.794525	-22046.400000	-9167.750000	-1436.260000	-1212.640000
2-Hydroxy-4-methoxybenzophenone	11.577000	0.999667	7	12.700000	17.624711	18.480000	36.104711	2.842891	23.404711	-22193.500000	-8884.790000	-1092.830000	-322.065000
Quinoxyfen	12.031400	0.999667	9	16.810000	21.535044	22.390000	43.925044	2.613031	27.115044	-21764.900000	-9642.760000	-1366.500000	-470.904000
Flutolanil	12.139300	0.998267	9	17.790000	22.935441	23.180000	46.115441	2.592211	28.325441	-21967.000000	-9655.200000	-1685.600000	-986.268000
Methoxychlor	12.736500	0.999733	9	14.440000	21.506642	21.720000	43.226642	2.993535	28.786642	-21757.900000	-9529.080000	-1594.110000	-375.109000
Chlorbenside	12.797400	0.999733	7	11.030000	17.106574	17.580000	34.686574	3.144748	23.656574	-22372.400000	-8381.570000	-1017.710000	-210.271000
Mandestrobin	13.283100	0.998867	9	17.930000	23.541523	24.130000	47.671523	2.658758	29.741523	-21634.400000	-10429.800000	-1592.400000	-1367.240000
Phenothrin	13.333600	0.999667	9	16.840000	23.264691	23.550000	46.814691	2.779970	29.974691	-21463.000000	-10094.300000	-1870.650000	-726.278000
C1	3.310724421	0.58	1	2.060000	3.382492	2.960000	6.342492	3.078880	4.282492	-25717.200000	-1034.290000	-42.414400	-646.933000
C2	2.592524944	0.43	1	2.300000	3.382492	3.070000	6.452492	2.805431	4.152492	-25853.600000	-810.160000	-24.149900	-859.723000
C3	2.417354339	0.46	1	2.420000	3.382492	3.240000	6.622492	2.736567	4.202492	-25704.800000	-921.021000	-23.092100	-884.056000
C4	2.347286098	0.58	1	2.420000	3.382492	3.390000	6.772492	2.798550	4.352492	-25526.200000	-1229.470000	-28.542900	-762.989000
C5	1.961910768	0.47	1	2.560000	3.382492	3.390000	6.772492	2.645505	4.212492	-25533.600000	-994.808000	-19.831000	-932.015000
C6	1.769223103	0.45	1	2.780000	3.446738	3.520000	6.966738	2.506021	4.186738	-25485.100000	-963.462000	-18.115900	-1070.190000
D	-4.694572195	0	1	7.600000	3.715340	4.126000	7.841340	1.031755	0.241340	-26359.400000	-5.160590	-1.902020	-5096.910000
N1	1.418881895	0.29	1	3.040000	3.446738	3.520000	6.966738	2.291690	3.926738	-25878.500000	-614.139000	-10.121900	-1395.980000
N1a	1.874325466	0.39	1	2.780000	3.306811	3.520000	6.826811	2.455687	4.046811	-25701.200000	-875.518000	-13.459600	-1114.420000
N1d	1.874325466	0.4	1	2.780000	3.306811	3.520000	6.826811	2.455687	4.046811	-25620.500000	-845.246000	-13.104300	-1129.060000
N2	0.980955384	0.15	1	3.290000	3.446738	3.390000	6.836738	2.078036	3.546738	-26005.300000	-286.267000	-6.276160	-1733.860000
N2a	1.366330714	0.21	1	3.040000	3.306811	3.390000	6.696811	2.202898	3.656811	-26011.700000	-395.703000	-6.951870	-1505.230000
N2d	1.366330714	0.21	1	3.040000	3.306811	3.390000	6.696811	2.202898	3.656811	-26039.000000	-404.483000	-6.864910	-1501.290000
N3	0.315307088	0.07	1	3.700000	3.446738	3.390000	6.836738	1.847767	3.136738	-25885.200000	-135.976000	-4.767700	-2104.030000
N3a	0.665648296	0.09	1	3.500000	3.306811	3.390000	6.696811	1.913375	3.196811	-26208.000000	-161.820000	-4.522780	-1949.000000
N3d	0.665648296	0.08	1	3.500000	3.306811	3.390000	6.696811	1.913375	3.196811	-26007.400000	-165.773000	-4.296570	-1946.050000
N4	0.385375329	0.08	1	3.700000	3.528987	3.390000	6.918987	1.869996	3.218987	-26065.700000	-152.677000	-5.363290	-2095.040000
N4a	0.753233598	0.1	1	3.500000	3.382492	3.390000	6.772492	1.934998	3.272492	-26061.700000	-179.978000	-4.974000	-1939.600000
N4d	0.753233598	0.09	1	3.500000	3.382492	3.390000	6.772492	1.934998	3.272492	-25545.300000	-191.226000	-5.092050	-1929.150000
N5	0	0.05	1	3.950000	3.528987	3.390000	6.918987	1.751642	2.968987	-26273.400000	-93.188000	-4.665360	-2306.760000
N5a	0.385375329	0.07	1	3.700000	3.382492	3.390000	6.772492	1.830403	3.072492	-26169.700000	-125.837000	-4.405200	-2109.360000
N5d	0.385375329	0.07	1	3.700000	3.382492	3.390000	6.772492	1.830403	3.072492	-26212.800000	-122.894000	-4.268000	-2114.370000
N6	-0.192687665	0.04	1	4.140000	3.618701	3.390000	7.008701	1.692923	2.868701	-26274.500000	-80.005000	-4.967110	-2450.770000
N6a	0.175170604	0.04	1	3.950000	3.446738	3.390000	6.836738	1.730820	2.886738	-26029.300000	-88.512900	-4.033300	-2307.740000
N6d	0.175170604	0.05	1	3.950000	3.446738	3.390000	6.836738	1.730820	2.886738	-26206.400000	-87.792800	-4.177180	-2312.170000
P1	-0.350341209	0.04	1	4.140000	3.618701	3.390000	7.008701	1.692923	2.868701	-26170.100000	-79.835600	-4.721450	-2450.000000
P1a	0.035034121	0.05	1	3.950000	3.446738	3.390000	6.836738	1.730820	2.886738	-26217.600000	-87.548700	-4.450870	-2310.120000
P1d	0.035034121	0.05	1	3.950000	3.446738	3.390000	6.836738	1.730820	2.886738	-26193.500000	-85.545300	-4.366970	-2310.880000
P2	-0.665648296	0.04	1	4.330000	3.701689	3.390000	7.091689	1.637803	2.761689	-26196.200000	-67.160400	-4.856200	-2598.440000
P2a	-0.332824148	0.04	1	4.140000	3.528987	3.390000	6.918987	1.671253	2.778987	-25985.900000	-70.343600	-4.110420	-2457.460000
P2d	-0.332824148	0.04	1	4.140000	3.528987	3.390000	6.918987	1.671253	2.778987	-26253.000000	-70.172300	-4.445580	-2457.320000
P3	-0.893370082	0.03	1	4.330000	3.701689	3.240000	6.941689	1.603161	2.611689	-26174.800000	-57.858300	-4.755300	-2600.540000
P3a	-0.613097115	0.03	1	4.140000	3.528987	3.240000	6.768987	1.635021	2.628987	-26173.900000	-57.694600	-4.052950	-2467.850000
P3d	-0.613097115	0.03	1	4.140000	3.528987	3.240000	6.768987	1.635021	2.628987	-26201.500000	-57.271800	-4.320460	-2463.280000
P4	-1.296262472	0.02	1	4.520000	3.787314	3.070000	6.857314	1.517105	2.337314	-26276.500000	-41.804900	-4.805800	-2753.810000
P4a	-0.893370082	0.02	1	4.330000	3.618701	3.070000	6.688701	1.544735	2.358701	-26215.500000	-43.707600	-4.594750	-2611.210000
P4d	-0.893370082	0.02	1	4.330000	3.618701	3.070000	6.688701	1.544735	2.358701	-26180.200000	-42.585900	-4.337590	-2613.150000
P5	-1.594052499	0.02	1	4.750000	3.888444	2.960000	6.848444	1.441778	2.098444	-25942.400000	-33.198700	-5.024250	-2924.530000
P5a	-1.22619423	0.02	1	4.520000	3.701689	2.960000	6.661689	1.473825	2.141689	-26197.400000	-35.171700	-4.346230	-2756.290000
P5d	-1.22619423	0.02	1	4.520000	3.701689	2.960000	6.661689	1.473825	2.141689	-26232.000000	-34.828900	-4.442970	-2757.120000
P6	-1.61156956	0.02	1	4.750000	4.103809	2.960000	7.063809	1.487118	2.313809	-26289.400000	-46.697100	-6.423510	-2911.280000
P6a	-1.296262472	0.02	1	4.520000	3.888444	2.960000	6.848444	1.515142	2.328444	-26113.900000	-46.023700	-5.304360	-2744.700000
P6d	-1.296262472	0.02	1	4.520000	3.888444	2.960000	6.848444	1.515142	2.328444	-26196.100000	-45.074400	-5.226620	-2750.140000
Q1	-1.909359587	0.03	1	5.220000	3.665038	4.319000	7.984038	1.529509	2.764038	-26230.000000	-63.776300	-3.130650	-3245.210000
Q2	-2.645076125	0.03	1	5.450000	3.982775	4.483000	8.465775	1.553353	3.015775	-26302.700000	-77.791700	-3.899810	-3399.440000
Q3	-3.047968515	0.03	1	5.690000	4.288794	4.460000	8.748794	1.537574	3.058794	-26237.200000	-71.705800	-5.466980	-3581.690000
Q4	-3.293207361	0.02	1	5.960000	4.481211	4.449000	8.930211	1.498358	2.970211	-26059.400000	-58.925300	-5.967080	-3793.260000
Q5	-4.028923899	0.02	1	6.340000	4.665699	4.446000	9.111699	1.437176	2.771699	-26158.500000	-42.427800	-5.786110	-4093.840000
SC1	2.487422581	0.34	1	1.420000	2.816248	2.320000	5.136248	3.617076	3.716248	-25859.200000	-452.966000	-7.109680	-427.640000
SC2	1.734188983	0.26	1	1.690000	2.816248	2.530000	5.346248	3.163460	3.656248	-26023.300000	-352.313000	-4.226580	-568.538000
SC3	1.61156956	0.33	1	1.800000	2.816248	2.770000	5.586248	3.103471	3.786248	-25969.000000	-514.372000	-4.514190	-567.521000
SC4	1.471433076	0.43	1	1.800000	2.816248	2.920000	5.736248	3.186804	3.936248	-25599.600000	-721.906000	-5.594510	-503.908000
SC5	1.103574807	0.32	1	2.020000	2.816248	2.920000	5.736248	2.839727	3.716248	-25830.300000	-537.511000	-4.372200	-662.003000
SC6	0.928404203	0.39	1	2.260000	2.962263	3.160000	6.122263	2.708966	3.862263	-25696.900000	-725.386000	-5.666300	-703.298000
SD	-6.376209996	0	1	17.250000	2.585053	9.515000	12.100053	0.701452	-5.149947	-26241.700000	-1.580000	-1.336330	-11253.900000
SN1	0.630614175	0.26	1	2.510000	2.962263	3.160000	6.122263	2.439149	3.612263	-25991.300000	-488.438000	-3.662780	-918.066000
SN1a	1.051023626	0.35	1	2.260000	2.816248	3.160000	5.976248	2.644358	3.716248	-25719.000000	-662.307000	-4.379710	-729.331000
SN1d	1.051023626	0.35	1	2.260000	2.816248	3.160000	5.976248	2.644358	3.716248	-25853.100000	-676.744000	-4.420440	-721.475000
SN2	0.367858269	0.12	1	2.740000	2.962263	2.920000	5.882263	2.146811	3.142263	-26126.400000	-172.056000	-2.335110	-1186.750000
SN2a	0.665648296	0.15	1	2.510000	2.816248	2.920000	5.736248	2.285358	3.226248	-26131.000000	-232.681000	-2.252410	-1032.290000
SN2d	0.665648296	0.14	1	2.510000	2.816248	2.920000	5.736248	2.285358	3.226248	-26081.300000	-221.031000	-2.305560	-1039.300000
SN3	-0.315307088	0.05	1	3.270000	2.962263	2.920000	5.882263	1.798857	2.612263	-26080.600000	-70.722700	-2.085580	-1544.210000
SN3a	0.035034121	0.07	1	3.000000	2.816248	2.920000	5.736248	1.912083	2.736248	-26191.900000	-94.643500	-2.000860	-1373.880000
SN3d	0.035034121	0.06	1	3.000000	2.816248	2.920000	5.736248	1.912083	2.736248	-26050.300000	-95.267900	-1.905010	-1375.250000
SN4	-0.157653544	0.05	1	3.270000	3.095965	2.920000	6.015965	1.839745	2.745965	-25930.900000	-80.022300	-2.321840	-1539.650000
SN4a	0.192687665	0.07	1	3.000000	2.962263	2.920000	5.882263	1.960754	2.882263	-26206.100000	-105.007000	-2.299150	-1370.190000
SN4d	0.192687665	0.08	1	3.000000	2.962263	2.920000	5.882263	1.960754	2.882263	-25979.700000	-110.481000	-2.249640	-1366.550000
SN5	-0.630614175	0.04	1	3.600000	3.095965	2.920000	6.015965	1.671101	2.415965	-26231.700000	-46.996600	-2.072030	-1753.140000
SN5a	-0.175170604	0.05	1	3.270000	2.962263	2.920000	5.882263	1.798857	2.612263	-26189.400000	-71.242900	-2.093810	-1545.220000
SN5d	-0.175170604	0.05	1	3.270000	2.962263	2.920000	5.882263	1.798857	2.612263	-26158.100000	-68.724400	-2.026060	-1543.560000
SN6	-0.735716538	0.03	1	3.830000	3.218890	2.920000	6.138890	1.602843	2.308890	-26013.800000	-43.721400	-2.417070	-1885.970000
SN6a	-0.437926511	0.04	1	3.600000	3.095965	2.920000	6.015965	1.671101	2.415965	-26222.600000	-50.601300	-2.252730	-1749.680000
SN6d	-0.437926511	0.04	1	3.600000	3.095965	2.920000	6.015965	1.671101	2.415965	-26202.200000	-49.523000	-2.198340	-1751.080000
SP1	-0.910887142	0.04	1	3.830000	3.218890	2.920000	6.138890	1.602843	2.308890	-26305.900000	-42.111300	-2.299790	-1889.490000
SP1a	-0.648131236	0.04	1	3.600000	3.095965	2.920000	6.015965	1.671101	2.415965	-26114.300000	-51.739600	-2.104090	-1748.440000
SP1d	-0.648131236	0.03	1	3.600000	3.095965	2.920000	6.015965	1.671101	2.415965	-26252.000000	-48.446300	-2.113510	-1752.430000
SP2	-1.20867717	0.02	1	4.030000	3.342342	2.920000	6.262342	1.553931	2.232342	-26153.200000	-37.039900	-2.724530	-2009.860000
SP2a	-0.945921263	0.03	1	3.830000	3.218890	2.920000	6.138890	1.602843	2.308890	-26269.200000	-44.283400	-2.356330	-1888.460000
SP2d	-0.945921263	0.03	1	3.830000	3.218890	2.920000	6.138890	1.602843	2.308890	-26246.100000	-42.975200	-2.312790	-1891.130000
SP3	-1.348813653	0.03	1	4.030000	3.342342	2.770000	6.112342	1.516710	2.082342	-26084.500000	-34.197600	-2.417780	-2015.650000
SP3a	-1.068540686	0.03	1	3.830000	3.218890	2.770000	5.988890	1.563679	2.158890	-26167.700000	-35.879200	-2.234170	-1893.030000
SP3d	-1.068540686	0.03	1	3.830000	3.218890	2.770000	5.988890	1.563679	2.158890	-26225.800000	-35.840100	-2.355090	-1894.050000
SP4	-1.716671922	0.02	1	4.240000	3.461394	2.530000	5.991394	1.413065	1.751394	-26208.400000	-27.176800	-2.644900	-2143.410000
SP4a	-1.366330714	0.02	1	4.030000	3.342342	2.530000	5.872342	1.457157	1.842342	-26100.100000	-29.205800	-2.766750	-2017.430000
SP4d	-1.366330714	0.02	1	4.030000	3.342342	2.530000	5.872342	1.457157	1.842342	-26095.700000	-28.618500	-2.539690	-2017.550000
SP5	-2.067013131	0.01	1	4.530000	3.590613	2.320000	5.910613	1.304771	1.380613	-26165.500000	-21.538100	-2.724250	-2323.080000
SP5a	-1.664120741	0.02	1	4.240000	3.461394	2.320000	5.781394	1.363536	1.541394	-26138.500000	-24.044900	-2.795600	-2143.710000
SP5d	-1.664120741	0.01	1	4.240000	3.461394	2.320000	5.781394	1.363536	1.541394	-26273.600000	-22.220600	-2.715540	-2149.420000
SP6	-2.102047252	0.01	1	4.530000	3.805095	2.320000	6.125095	1.352118	1.595095	-25949.300000	-28.083700	-3.737060	-2317.780000
SP6a	-1.681637801	0.02	1	4.240000	3.692560	2.320000	6.012560	1.418057	1.772560	-26186.400000	-32.102700	-3.468120	-2141.830000
SP6d	-1.681637801	0.02	1	4.240000	3.692560	2.320000	6.012560	1.418057	1.772560	-26232.100000	-33.386000	-3.616020	-2138.020000
SQ1	-1.856808406	0.05	1	6.800000	2.749545	5.679000	8.428545	1.239492	1.628545	-26136.400000	-213.240000	-0.727566	-3584.410000
SQ2	-2.504939641	0.04	1	7.090000	3.234579	5.795000	9.029579	1.273565	1.939579	-26081.500000	-150.795000	-1.134520	-3811.370000
SQ3	-3.153070877	0.02	1	7.370000	3.528987	5.710000	9.238987	1.253594	1.868987	-26173.100000	-49.730700	-1.302860	-4071.930000
SQ4	-3.188104998	0.01	1	7.650000	3.710795	5.670000	9.380795	1.226248	1.730795	-26264.500000	-21.938100	-1.615890	-4278.180000
SQ5	-3.188104998	0.01	1	7.930000	3.948734	5.659000	9.607734	1.211568	1.677734	-26300.000000	-15.086400	-1.853350	-4467.760000
SX1	1.64660368	0.45	1	1.690000	3.095965	2.770000	5.865965	3.470985	4.175965	-25847.100000	-722.957000	-10.385200	-456.728000
SX2	1.261228351	0.28	1	2.020000	2.962263	2.770000	5.732263	2.837754	3.712263	-25785.700000	-422.155000	-4.721060	-703.435000
SX3	1.401364834	0.33	1	2.020000	2.816248	2.920000	5.736248	2.839727	3.716248	-25876.900000	-546.924000	-4.345350	-656.429000
SX4	0.753233598	0.23	1	2.260000	2.816248	2.920000	5.736248	2.538163	3.476248	-25959.500000	-363.907000	-2.787250	-843.029000
TC1	2.102047252	0.32	1	0.550000	2.257488	1.670000	3.927488	7.140887	3.377488	-25977.200000	-258.593000	-1.818310	-59.093000
TC2	1.366330714	0.19	1	0.920000	2.257488	1.850000	4.107488	4.464661	3.187488	-26100.400000	-161.031000	-0.988103	-208.599000
TC3	1.173643049	0.22	1	1.120000	2.257488	2.110000	4.367488	3.899543	3.247488	-26063.600000	-217.738000	-0.918577	-275.076000
TC4	1.121091867	0.31	1	1.120000	2.257488	2.310000	4.567488	4.078114	3.447488	-25807.400000	-344.578000	-1.428340	-250.123000
TC5	0.788267719	0.21	1	1.360000	2.257488	2.310000	4.567488	3.358447	3.207488	-26069.500000	-221.862000	-0.966758	-359.633000
TC6	0.630614175	0.24	1	1.550000	2.444126	2.500000	4.944126	3.189759	3.394126	-26064.100000	-296.074000	-1.278220	-410.112000
TD	-6.446278238	0	1	26.710000	1.926785	14.428000	16.354785	0.612309	-10.355215	-26296.900000	-1.492330	-1.940610	-14736.000000
TN1	0.40289239	0.16	1	1.860000	2.444126	2.500000	4.944126	2.658132	3.084126	-26106.800000	-183.707000	-0.952558	-569.804000
TN1a	0.683165357	0.23	1	1.550000	2.257488	2.500000	4.757488	3.069347	3.207488	-26079.500000	-270.849000	-0.912119	-416.271000
TN1d	0.683165357	0.22	1	1.550000	2.257488	2.500000	4.757488	3.069347	3.207488	-26067.000000	-269.460000	-0.941073	-418.610000
TN2	0.052551181	0.08	1	2.180000	2.444126	2.310000	4.754126	2.180792	2.574126	-26099.300000	-73.643200	-0.811829	-751.205000
TN2a	0.40289239	0.1	1	1.860000	2.257488	2.310000	4.567488	2.455639	2.707488	-26255.000000	-102.289000	-0.709368	-600.554000
TN2d	0.40289239	0.1	1	1.860000	2.257488	2.310000	4.567488	2.455639	2.707488	-26067.400000	-104.628000	-0.736084	-600.864000
TN3	-0.543028873	0.04	1	2.780000	2.444126	2.310000	4.754126	1.710117	1.974126	-26196.200000	-33.168800	-0.692608	-1041.280000
TN3a	-0.245238846	0.04	1	2.510000	2.257488	2.310000	4.567488	1.819716	2.057488	-26051.000000	-37.765100	-0.563163	-917.460000
TN3d	-0.245238846	0.04	1	2.510000	2.257488	2.310000	4.567488	1.819716	2.057488	-26144.400000	-39.540200	-0.630008	-917.134000
TN4	-0.507994752	0.04	1	2.780000	2.611034	2.310000	4.921034	1.770156	2.141034	-26180.900000	-39.632600	-0.943162	-1038.640000
TN4a	-0.210204725	0.05	1	2.510000	2.444126	2.310000	4.754126	1.894074	2.244126	-26238.600000	-47.035800	-0.736968	-914.108000
TN4d	-0.210204725	0.05	1	2.510000	2.444126	2.310000	4.754126	1.894074	2.244126	-26191.800000	-47.029500	-0.767598	-911.202000
TN5	-0.858335961	0.03	1	3.100000	2.611034	2.310000	4.921034	1.587430	1.821034	-26065.100000	-27.667100	-0.857086	-1193.150000
TN5a	-0.490477692	0.04	1	2.780000	2.444126	2.310000	4.754126	1.710117	1.974126	-26157.000000	-33.849500	-0.794888	-1041.840000
TN5d	-0.490477692	0.04	1	2.780000	2.444126	2.310000	4.754126	1.710117	1.974126	-26227.300000	-34.231200	-0.743095	-1041.390000
TN6	-1.068540686	0.02	1	3.420000	2.773986	2.310000	5.083986	1.486546	1.663986	-26242.700000	-23.214000	-1.073070	-1346.760000
TN6a	-0.718199478	0.03	1	3.100000	2.611034	2.310000	4.921034	1.587430	1.821034	-26125.600000	-27.083000	-0.899829	-1193.010000
TN6d	-0.718199478	0.03	1	3.100000	2.611034	2.310000	4.921034	1.587430	1.821034	-26200.600000	-28.689700	-0.855801	-1192.040000
TP1	-1.261228351	0.03	1	3.420000	2.773986	2.310000	5.083986	1.486546	1.663986	-26282.200000	-24.065400	-0.985287	-1342.830000
TP1a	-0.875853021	0.03	1	3.100000	2.611034	2.310000	4.921034	1.587430	1.821034	-26061.800000	-27.877500	-0.913775	-1191.000000
TP1d	-0.875853021	0.03	1	3.100000	2.611034	2.310000	4.921034	1.587430	1.821034	-25780.800000	-28.905400	-0.857246	-1193.300000
TP2	-1.541501318	0.02	1	3.730000	2.904738	2.310000	5.214738	1.398053	1.484738	-26280.000000	-19.925800	-1.101550	-1494.950000
TP2a	-1.191160109	0.03	1	3.420000	2.773986	2.310000	5.083986	1.486546	1.663986	-26253.600000	-22.639700	-0.968774	-1345.550000
TP2d	-1.191160109	0.02	1	3.420000	2.773986	2.310000	5.083986	1.486546	1.663986	-26172.500000	-24.044000	-1.025480	-1346.120000
